student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
194537,13.5,79.2,7.5,90.8,A
194538,17.9,81.4,4.3,81.6,B
194539,22.0,97.5,4.4,91.0,A
194540,16.3,90.9,2.8,69.4,C
194541,13.6,78.2,5.2,88.0,A
194542,13.2,88.7,5.5,77.7,B
194543,22.6,86.9,4.8,100.0,A
194544,14.8,79.4,2.8,88.8,A
194545,14.8,92.7,6.0,96.4,A
194546,16.6,77.3,4.9,92.0,A
194547,17.0,100.0,6.8,82.2,B
194548,6.9,90.5,9.9,48.1,D
194549,14.0,91.4,2.6,93.3,A
194550,18.8,100.0,5.3,99.2,A
194551,21.0,85.5,5.1,100.0,A
194552,13.4,85.9,1.8,83.6,B
194553,25.3,87.8,3.0,100.0,A
194554,19.2,70.1,4.6,100.0,A
194555,20.9,82.6,6.9,100.0,A
194556,17.8,70.5,4.6,87.7,A
194557,22.3,75.2,6.9,100.0,A
194558,18.8,95.3,6.8,88.8,A
194559,7.6,91.0,6.7,69.2,C
194560,14.2,72.0,6.0,75.4,B
194561,14.9,78.2,8.7,100.0,A
194562,22.6,83.7,7.7,100.0,A
194563,13.9,78.3,4.3,87.1,A
194564,17.7,81.8,6.5,100.0,A
194565,8.7,88.9,5.0,55.8,C
194566,18.1,75.7,7.1,100.0,A
194567,19.9,85.1,7.4,100.0,A
194568,13.9,90.0,4.9,91.0,A
194569,21.6,100.0,4.8,100.0,A
194570,26.8,73.0,6.0,100.0,A
194571,6.6,83.2,4.9,74.4,B
194572,7.5,90.8,6.0,70.2,B
194573,13.7,91.4,7.2,74.2,B
194574,6.3,92.2,7.5,86.5,A
194575,15.5,68.7,7.8,81.9,B
194576,2.3,96.0,5.6,69.3,C
194577,17.5,91.7,9.6,81.8,B
194578,19.0,83.0,6.5,100.0,A
194579,3.6,58.7,7.3,51.8,D
194580,12.9,86.8,4.2,71.7,B
194581,15.8,98.6,3.8,100.0,A
194582,10.5,94.5,3.0,73.4,B
194583,17.7,85.9,7.3,87.5,A
194584,2.7,80.7,6.1,71.9,B
194585,10.9,100.0,4.1,75.6,B
194586,21.5,79.0,4.3,100.0,A
194587,10.5,79.2,4.6,73.4,B
194588,21.4,83.7,8.8,99.1,A
194589,19.9,100.0,5.2,98.3,A
194590,16.2,84.2,4.9,85.0,B
194591,13.6,89.4,7.4,95.8,A
194592,24.1,81.2,7.6,100.0,A
194593,6.8,100.0,5.0,56.4,C
194594,13.9,81.8,7.0,75.9,B
194595,14.9,87.3,4.1,90.3,A
194596,9.7,97.1,8.6,61.2,C
194597,19.2,78.4,7.6,80.8,B
194598,13.3,100.0,8.8,100.0,A
194599,25.3,89.0,5.4,100.0,A
194600,15.6,88.3,4.0,86.3,A
194601,5.4,100.0,3.2,74.1,B
194602,20.7,82.1,5.2,100.0,A
194603,2.9,97.5,6.5,37.1,F
194604,0.0,94.1,5.9,56.5,C
194605,6.2,100.0,1.7,61.4,C
194606,24.1,96.7,5.9,100.0,A
194607,12.7,81.9,3.7,80.2,B
194608,20.0,98.1,4.7,74.5,B
194609,18.9,66.0,3.4,100.0,A
194610,12.2,93.4,5.4,84.5,B
194611,13.2,100.0,5.9,76.5,B
194612,19.4,96.8,6.2,98.0,A
194613,24.8,95.4,2.3,100.0,A
194614,14.2,80.3,6.8,60.7,C
194615,7.9,100.0,6.5,74.4,B
194616,11.6,99.7,7.9,63.3,C
194617,24.5,94.6,2.9,100.0,A
194618,9.5,100.0,7.3,77.6,B
194619,21.0,82.9,2.0,100.0,A
194620,4.9,82.9,6.3,66.0,C
194621,23.3,100.0,9.7,100.0,A
194622,14.8,74.9,7.1,98.9,A
194623,23.9,82.9,4.7,98.6,A
194624,4.6,81.5,4.0,66.4,C
194625,9.2,86.9,7.2,80.3,B
194626,14.9,82.9,3.4,83.1,B
194627,8.1,72.7,2.1,60.0,C
194628,12.2,95.2,5.8,84.7,B
194629,27.7,79.0,5.2,100.0,A
194630,6.6,90.8,6.1,72.0,B
194631,17.4,77.2,8.0,100.0,A
194632,28.7,85.7,8.1,100.0,A
194633,17.8,100.0,6.5,99.2,A
194634,14.0,98.2,7.5,86.5,A
194635,14.5,88.9,4.3,69.0,C
194636,18.7,93.7,6.2,95.7,A
194637,29.1,81.2,4.6,100.0,A
194638,11.2,75.4,3.7,86.7,A
194639,17.8,82.7,9.2,94.9,A
194640,26.2,76.9,5.8,100.0,A
194641,21.2,69.1,2.9,100.0,A
194642,28.3,93.1,8.6,100.0,A
194643,4.5,85.4,2.9,66.2,C
194644,12.0,92.1,7.9,73.6,B
194645,7.8,80.9,5.2,58.7,C
194646,16.7,85.9,4.5,90.5,A
194647,19.1,96.4,6.8,100.0,A
194648,10.7,82.1,6.8,87.9,A
194649,7.0,80.9,7.2,81.4,B
194650,4.5,100.0,4.9,46.4,D
194651,7.9,89.7,6.6,71.0,B
194652,25.0,89.9,7.7,100.0,A
194653,7.8,71.8,4.0,73.1,B
194654,27.2,75.1,6.1,100.0,A
194655,22.0,90.4,4.3,100.0,A
194656,0.0,94.9,8.0,48.0,D
194657,9.2,86.0,5.9,67.0,C
194658,0.5,86.1,7.3,46.1,D
194659,8.9,68.2,6.3,64.5,C
194660,12.0,95.4,5.6,83.6,B
194661,22.1,94.6,3.7,100.0,A
194662,19.9,60.7,4.9,100.0,A
194663,22.1,75.0,5.3,100.0,A
194664,13.2,79.2,4.7,100.0,A
194665,21.9,75.5,6.8,88.3,A
194666,26.3,82.2,8.2,100.0,A
194667,9.1,85.5,4.1,67.8,C
194668,22.9,99.4,4.2,90.2,A
194669,21.0,96.0,8.3,100.0,A
194670,12.1,72.0,8.0,91.8,A
194671,14.3,67.0,7.1,100.0,A
194672,8.0,74.9,7.2,79.1,B
194673,4.3,90.4,5.3,65.0,C
194674,8.9,79.7,8.0,63.9,C
194675,15.3,99.6,7.1,79.1,B
194676,14.9,95.0,6.8,100.0,A
194677,9.2,82.9,8.1,77.4,B
194678,6.8,73.2,6.4,72.5,B
194679,16.0,86.4,1.8,86.0,A
194680,11.4,97.7,5.1,72.9,B
194681,0.0,95.3,8.1,59.7,C
194682,13.3,81.7,10.0,82.7,B
194683,19.7,100.0,4.5,100.0,A
194684,17.7,82.5,6.1,96.0,A
194685,15.0,94.3,4.2,96.2,A
194686,16.0,94.1,5.9,96.9,A
194687,16.8,79.6,6.1,91.0,A
194688,13.9,85.8,4.7,83.9,B
194689,17.5,86.5,4.8,97.1,A
194690,12.4,79.3,2.0,76.5,B
194691,17.0,87.3,5.8,72.4,B
194692,6.6,91.4,5.9,69.6,C
194693,20.2,74.3,7.0,96.6,A
194694,8.4,85.4,7.2,70.9,B
194695,20.4,85.1,3.8,98.2,A
194696,21.1,91.1,8.4,84.3,B
194697,23.0,95.1,6.7,78.9,B
194698,27.1,94.5,3.0,100.0,A
194699,17.4,74.8,8.1,71.2,B
194700,7.9,80.7,3.1,57.8,C
194701,26.8,88.7,3.2,100.0,A
194702,21.6,81.8,6.7,100.0,A
194703,17.0,83.1,7.7,100.0,A
194704,0.0,98.2,5.0,53.1,D
194705,10.3,90.6,4.5,68.0,C
194706,22.5,88.1,9.6,84.5,B
194707,11.9,100.0,6.8,83.7,B
194708,27.8,83.5,6.2,100.0,A
194709,8.8,78.8,5.2,80.8,B
194710,16.3,85.8,7.0,71.6,B
194711,11.0,76.2,7.0,80.3,B
194712,16.3,78.6,5.2,100.0,A
194713,15.7,83.1,5.7,93.2,A
194714,17.6,89.5,3.0,93.5,A
194715,20.4,91.3,7.7,100.0,A
194716,21.5,94.3,5.8,100.0,A
194717,15.2,95.7,5.8,92.1,A
194718,5.5,82.8,3.6,69.5,C
194719,7.1,92.6,2.1,77.1,B
194720,10.3,85.2,5.8,77.1,B
194721,18.7,80.8,5.0,100.0,A
194722,8.8,78.5,4.9,60.9,C
194723,9.8,84.9,7.7,85.8,A
194724,14.7,82.7,4.0,80.9,B
194725,18.9,100.0,4.8,100.0,A
194726,15.4,95.1,9.8,85.5,A
194727,13.0,95.5,9.6,64.1,C
194728,9.1,94.7,0.0,70.9,B
194729,6.8,88.7,7.7,70.6,B
194730,20.5,76.4,5.1,96.4,A
194731,4.7,82.4,2.7,51.8,D
194732,3.3,95.4,3.0,49.3,D
194733,16.4,90.3,5.2,86.3,A
194734,19.2,68.3,4.9,91.0,A
194735,9.3,100.0,5.8,61.1,C
194736,7.2,100.0,5.3,86.0,A
194737,22.9,78.0,4.7,100.0,A
194738,4.8,94.0,6.4,75.1,B
194739,7.5,81.3,7.7,79.7,B
194740,18.4,81.8,4.6,87.2,A
194741,16.5,90.3,9.4,85.3,A
194742,6.4,100.0,5.0,63.3,C
194743,17.3,71.9,4.1,90.5,A
194744,0.0,83.3,8.3,50.3,D
194745,17.4,100.0,3.4,100.0,A
194746,17.2,90.6,7.9,78.2,B
194747,25.4,69.2,7.1,100.0,A
194748,34.7,95.9,5.2,100.0,A
194749,16.3,76.1,8.4,81.3,B
194750,16.0,80.9,2.8,83.4,B
194751,14.9,72.8,8.3,92.6,A
194752,21.7,84.6,3.7,100.0,A
194753,18.0,98.2,8.5,81.4,B
194754,7.4,84.1,5.7,54.3,D
194755,8.1,93.6,8.2,75.9,B
194756,6.2,87.3,7.6,81.9,B
194757,16.2,66.2,8.4,84.3,B
194758,14.7,71.0,2.2,84.7,B
194759,21.2,75.7,8.9,100.0,A
194760,18.2,59.4,4.8,82.0,B
194761,11.0,76.1,3.8,83.6,B
194762,0.3,90.9,7.5,38.4,F
194763,13.7,87.8,6.1,89.6,A
194764,15.3,96.3,8.4,78.0,B
194765,21.5,78.1,3.9,93.6,A
194766,8.7,86.1,7.7,57.7,C
194767,22.5,71.0,7.5,100.0,A
194768,9.7,100.0,7.9,65.8,C
194769,18.0,85.2,6.7,100.0,A
194770,20.1,66.3,6.0,100.0,A
194771,20.5,80.0,5.8,86.6,A
194772,15.0,75.4,7.8,77.4,B
194773,4.0,71.6,7.4,68.4,C
194774,14.5,90.6,8.5,89.3,A
194775,5.8,87.3,6.7,52.7,D
194776,22.5,100.0,6.4,100.0,A
194777,11.7,86.3,5.5,88.7,A
194778,15.1,79.3,5.3,87.1,A
194779,14.5,100.0,5.6,92.9,A
194780,1.3,78.8,6.9,43.7,D
194781,13.0,65.4,3.0,74.3,B
194782,14.4,89.3,6.3,100.0,A
194783,27.1,82.1,5.0,100.0,A
194784,25.3,90.1,4.3,100.0,A
194785,11.0,80.4,5.3,86.6,A
194786,12.3,78.7,5.0,79.8,B
194787,5.0,74.4,5.0,56.7,C
194788,11.4,100.0,3.7,85.8,A
194789,19.8,82.1,9.0,95.1,A
194790,8.6,100.0,0.1,75.5,B
194791,10.1,67.9,4.6,69.1,C
194792,13.0,82.0,8.2,92.6,A
194793,6.0,67.0,3.6,74.8,B
194794,18.0,90.0,7.2,90.8,A
194795,13.4,71.2,7.4,73.2,B
194796,20.4,97.4,7.4,92.2,A
194797,18.9,67.5,7.1,73.1,B
194798,7.1,66.6,7.2,60.5,C
194799,20.3,81.5,1.9,90.2,A
194800,4.9,92.5,5.6,53.4,D
194801,20.2,75.9,7.5,100.0,A
194802,12.8,68.7,8.0,74.7,B
194803,10.4,83.6,8.8,54.0,D
194804,17.1,85.1,4.8,82.2,B
194805,17.3,92.1,8.8,96.6,A
194806,3.7,89.5,8.7,66.4,C
194807,16.2,72.6,6.0,74.3,B
194808,18.3,77.9,6.1,86.5,A
194809,15.2,83.5,5.9,86.6,A
194810,18.0,71.5,8.1,100.0,A
194811,20.9,89.6,7.9,100.0,A
194812,8.0,90.8,7.0,73.8,B
194813,8.0,79.1,5.6,63.2,C
194814,15.0,93.4,5.5,93.0,A
194815,8.1,97.4,2.2,74.7,B
194816,11.2,71.4,4.4,79.1,B
194817,21.1,89.8,4.8,100.0,A
194818,13.5,74.9,4.3,85.4,A
194819,14.5,85.6,7.3,97.6,A
194820,26.3,65.1,5.8,100.0,A
194821,16.1,76.0,8.3,82.9,B
194822,22.8,83.2,6.3,100.0,A
194823,22.1,86.1,3.6,100.0,A
194824,11.7,74.0,3.6,80.3,B
194825,10.1,83.2,6.7,66.6,C
194826,16.7,89.0,8.9,100.0,A
194827,21.0,90.3,5.3,99.2,A
194828,6.2,100.0,4.6,50.9,D
194829,15.0,86.6,4.4,100.0,A
194830,16.2,86.9,7.0,99.2,A
194831,13.2,64.6,4.8,90.0,A
194832,7.9,89.6,4.9,88.0,A
194833,15.1,75.1,4.8,88.1,A
194834,1.5,87.3,8.9,52.7,D
194835,14.8,85.8,4.7,90.6,A
194836,22.7,98.7,5.6,100.0,A
194837,2.3,75.8,6.0,62.8,C
194838,16.1,71.6,8.7,100.0,A
194839,17.5,100.0,7.1,92.1,A
194840,14.9,87.9,5.0,80.2,B
194841,15.6,68.7,4.8,88.1,A
194842,11.8,88.4,6.3,74.3,B
194843,25.6,90.6,2.5,100.0,A
194844,15.9,95.0,5.8,77.2,B
194845,18.2,86.0,4.2,92.3,A
194846,11.0,83.0,7.5,84.9,B
194847,10.8,72.2,4.0,68.9,C
194848,10.2,78.7,4.9,78.4,B
194849,18.4,96.7,5.2,100.0,A
194850,17.4,81.6,4.6,98.3,A
194851,10.9,77.2,4.9,78.1,B
194852,17.8,95.4,3.4,100.0,A
194853,10.8,100.0,6.6,76.1,B
194854,7.8,79.6,6.1,67.8,C
194855,12.2,92.4,8.8,81.9,B
194856,7.4,90.2,8.9,57.2,C
194857,8.2,90.7,5.3,64.6,C
194858,11.5,89.8,5.9,72.3,B
194859,8.3,81.1,6.5,58.7,C
194860,11.6,75.7,3.1,69.3,C
194861,20.7,86.2,6.3,100.0,A
194862,21.4,79.8,3.3,97.7,A
194863,13.7,75.1,9.5,92.9,A
194864,19.4,91.1,7.5,100.0,A
194865,13.6,93.4,5.8,73.7,B
194866,10.0,82.4,7.4,67.5,C
194867,5.1,89.5,7.3,74.9,B
194868,17.2,55.7,9.3,94.3,A
194869,23.9,100.0,7.5,100.0,A
194870,21.1,96.2,7.9,100.0,A
194871,22.0,93.0,3.0,100.0,A
194872,9.8,84.9,4.0,83.8,B
194873,11.4,92.3,8.2,98.1,A
194874,20.0,75.8,5.2,100.0,A
194875,11.6,92.5,3.5,82.0,B
194876,15.2,93.9,4.8,90.3,A
194877,18.9,82.7,8.9,100.0,A
194878,17.9,88.9,2.7,82.9,B
194879,2.7,76.5,6.3,70.4,B
194880,29.7,92.4,6.1,100.0,A
194881,21.3,85.8,5.2,99.2,A
194882,5.6,83.1,3.0,62.8,C
194883,18.7,80.3,6.0,100.0,A
194884,10.3,80.2,2.7,75.2,B
194885,17.3,84.6,5.8,86.3,A
194886,20.7,92.8,7.8,100.0,A
194887,7.4,74.3,8.2,64.3,C
194888,13.8,96.5,5.9,93.6,A
194889,21.2,85.4,10.0,100.0,A
194890,35.8,94.3,8.3,100.0,A
194891,12.8,78.3,6.8,88.2,A
194892,4.9,88.9,4.6,50.6,D
194893,8.7,88.0,6.9,66.4,C
194894,24.4,84.3,7.4,100.0,A
194895,16.8,100.0,8.1,97.7,A
194896,15.2,90.8,2.9,100.0,A
194897,27.2,85.2,8.8,100.0,A
194898,11.4,85.0,10.0,63.3,C
194899,19.7,88.6,5.6,97.9,A
194900,10.8,85.8,8.6,78.5,B
194901,12.4,85.0,7.3,60.8,C
194902,14.4,77.5,5.0,94.6,A
194903,6.6,89.0,4.9,64.4,C
194904,6.4,91.4,4.6,71.2,B
194905,13.4,94.3,9.2,96.3,A
194906,11.7,91.2,4.3,69.4,C
194907,21.6,87.7,5.1,100.0,A
194908,6.8,100.0,5.0,80.9,B
194909,20.8,76.4,6.9,100.0,A
194910,15.7,91.2,4.8,99.6,A
194911,11.8,74.3,7.8,80.0,B
194912,16.8,78.2,6.6,97.9,A
194913,16.6,94.8,3.8,100.0,A
194914,10.1,66.5,4.2,62.3,C
194915,15.6,79.8,4.6,86.7,A
194916,13.2,88.9,4.7,95.3,A
194917,17.4,82.8,5.8,100.0,A
194918,24.0,84.8,2.3,100.0,A
194919,8.6,94.0,5.2,64.9,C
194920,11.1,83.3,3.1,78.2,B
194921,15.1,87.5,6.8,94.7,A
194922,22.8,78.4,8.5,100.0,A
194923,7.8,85.3,7.7,85.9,A
194924,19.3,94.0,6.3,96.0,A
194925,2.7,91.6,6.5,67.8,C
194926,21.0,97.8,5.7,100.0,A
194927,23.8,73.1,6.5,100.0,A
194928,13.7,84.5,4.9,91.9,A
194929,12.3,81.7,6.9,68.1,C
194930,13.5,81.0,4.4,84.1,B
194931,20.2,97.3,6.3,97.4,A
194932,4.0,94.2,9.0,59.6,C
194933,23.5,86.1,10.0,100.0,A
194934,10.4,89.0,4.3,71.0,B
194935,29.0,91.0,5.9,100.0,A
194936,12.4,78.6,3.3,65.3,C
194937,8.8,75.5,3.0,81.0,B
194938,16.1,95.3,4.8,90.7,A
194939,17.3,93.5,1.0,70.9,B
194940,13.2,72.8,4.9,89.2,A
194941,3.0,63.0,8.6,66.5,C
194942,12.2,86.2,8.0,78.5,B
194943,25.6,80.5,10.0,100.0,A
194944,31.1,74.9,4.2,100.0,A
194945,34.7,87.5,3.3,100.0,A
194946,14.9,85.6,5.2,78.3,B
194947,22.1,86.8,3.3,100.0,A
194948,14.3,87.5,6.3,95.8,A
194949,16.4,89.6,6.2,92.8,A
194950,19.6,89.2,9.1,100.0,A
194951,19.4,78.6,7.2,100.0,A
194952,17.1,93.1,4.9,90.5,A
194953,17.5,100.0,6.1,89.9,A
194954,17.1,59.3,3.3,83.8,B
194955,22.9,62.2,6.4,100.0,A
194956,9.3,83.4,5.4,60.3,C
194957,11.5,100.0,6.6,67.9,C
194958,11.8,71.3,6.1,80.3,B
194959,17.7,81.8,7.3,79.9,B
194960,20.4,91.2,7.3,100.0,A
194961,9.8,89.8,3.2,75.1,B
194962,0.5,86.5,9.2,49.4,D
194963,27.1,98.8,3.9,100.0,A
194964,15.6,81.4,6.9,77.5,B
194965,21.0,94.2,5.5,100.0,A
194966,10.4,100.0,4.9,72.5,B
194967,13.8,75.7,9.5,82.9,B
194968,17.1,69.5,5.5,94.3,A
194969,14.2,70.2,7.1,73.8,B
194970,11.6,87.1,5.7,83.0,B
194971,14.4,76.6,5.4,76.1,B
194972,9.0,87.2,5.6,80.8,B
194973,13.6,100.0,4.6,88.1,A
194974,6.1,74.1,4.5,52.9,D
194975,12.4,71.7,9.6,89.9,A
194976,13.7,82.0,6.6,77.8,B
194977,14.4,91.4,8.1,84.2,B
194978,10.5,100.0,3.4,60.6,C
194979,9.4,100.0,5.5,96.1,A
194980,13.7,81.7,5.8,81.7,B
194981,14.4,82.9,9.5,87.9,A
194982,15.4,86.8,7.8,76.2,B
194983,14.6,83.2,3.8,99.0,A
194984,12.3,85.4,6.3,85.4,A
194985,10.8,65.4,6.0,97.6,A
194986,22.6,75.6,2.3,100.0,A
194987,24.1,91.1,10.0,100.0,A
194988,15.5,77.0,6.3,93.7,A
194989,17.2,61.6,3.7,84.8,B
194990,23.3,88.7,7.8,100.0,A
194991,9.9,89.0,6.4,77.6,B
194992,7.7,87.5,6.1,67.1,C
194993,9.2,77.3,3.2,60.6,C
194994,31.0,80.7,6.0,100.0,A
194995,15.4,74.7,4.5,90.0,A
194996,13.1,62.9,10.0,80.2,B
194997,24.8,77.4,9.3,100.0,A
194998,28.8,92.6,4.9,100.0,A
194999,9.8,76.3,5.1,80.5,B
195000,5.6,71.1,7.0,61.0,C
195001,13.8,55.7,7.2,80.1,B
195002,10.0,99.6,4.1,74.2,B
195003,15.1,100.0,8.4,89.9,A
195004,29.6,98.9,2.8,100.0,A
195005,15.9,81.1,4.2,83.2,B
195006,9.0,76.9,3.3,61.6,C
195007,4.6,66.3,4.2,72.5,B
195008,11.0,88.4,7.1,77.2,B
195009,14.0,71.1,5.5,100.0,A
195010,4.6,93.9,4.9,71.8,B
195011,7.8,87.8,4.8,66.2,C
195012,1.5,72.1,3.7,66.2,C
195013,20.1,80.1,6.4,99.1,A
195014,15.7,75.2,5.9,89.4,A
195015,22.3,75.0,7.1,100.0,A
195016,2.4,92.3,4.5,58.5,C
195017,16.6,92.8,9.4,72.9,B
195018,14.9,80.8,4.1,89.9,A
195019,0.0,84.8,7.8,59.1,C
195020,11.9,100.0,8.8,82.2,B
195021,15.4,90.3,8.3,91.1,A
195022,8.1,98.2,7.2,78.0,B
195023,0.0,86.4,5.8,49.0,D
195024,21.5,71.5,8.2,96.0,A
195025,6.2,74.3,8.6,85.7,A
195026,28.7,100.0,6.3,100.0,A
195027,9.3,84.4,6.6,58.6,C
195028,25.6,95.2,5.6,100.0,A
195029,16.3,92.3,6.7,97.6,A
195030,22.5,85.5,7.3,100.0,A
195031,29.1,86.2,5.6,100.0,A
195032,11.3,99.8,4.7,70.3,B
195033,22.8,96.1,6.8,98.9,A
195034,9.9,91.8,9.2,72.3,B
195035,23.8,76.6,6.4,98.3,A
195036,16.0,55.6,2.3,100.0,A
195037,20.4,100.0,4.9,100.0,A
195038,20.1,80.1,4.5,100.0,A
195039,17.1,95.1,9.0,100.0,A
195040,21.1,90.0,9.0,100.0,A
195041,8.8,63.5,4.4,71.1,B
195042,6.6,79.8,7.9,55.3,C
195043,18.7,91.6,4.8,100.0,A
195044,18.5,89.5,3.6,88.8,A
195045,19.8,81.3,8.5,100.0,A
195046,20.1,100.0,0.5,90.3,A
195047,21.6,73.2,5.0,100.0,A
195048,17.1,79.2,8.2,93.1,A
195049,17.3,87.1,6.1,100.0,A
195050,28.7,84.5,3.8,100.0,A
195051,17.5,84.0,8.7,100.0,A
195052,8.6,89.9,6.7,63.9,C
195053,8.1,100.0,7.2,72.7,B
195054,18.6,87.9,8.2,100.0,A
195055,15.7,91.7,3.4,95.5,A
195056,14.0,80.1,5.4,81.9,B
195057,13.2,84.4,4.1,77.4,B
195058,14.2,78.7,4.5,100.0,A
195059,11.5,99.0,7.4,73.5,B
195060,8.4,87.3,4.3,71.4,B
195061,12.8,90.6,3.4,84.6,B
195062,6.9,85.7,6.8,62.4,C
195063,9.3,82.6,8.4,78.5,B
195064,14.0,100.0,7.9,82.3,B
195065,13.9,84.8,6.6,86.2,A
195066,16.4,81.8,3.3,100.0,A
195067,23.2,92.7,9.8,100.0,A
195068,10.9,70.9,6.7,87.2,A
195069,18.2,89.8,3.1,100.0,A
195070,27.8,88.1,3.3,100.0,A
195071,1.6,79.2,4.1,56.0,C
195072,12.8,100.0,8.4,83.1,B
195073,20.1,95.2,8.2,100.0,A
195074,19.6,96.0,7.3,100.0,A
195075,6.3,83.3,3.8,67.7,C
195076,15.9,66.4,5.6,83.0,B
195077,26.7,76.1,4.4,100.0,A
195078,20.7,96.8,5.9,100.0,A
195079,17.9,79.3,4.2,72.4,B
195080,20.6,60.5,10.0,100.0,A
195081,15.0,79.5,7.2,93.4,A
195082,20.2,82.1,7.4,95.4,A
195083,7.1,91.6,2.3,62.6,C
195084,18.0,71.9,8.6,100.0,A
195085,19.5,72.2,6.0,100.0,A
195086,14.2,98.8,10.0,95.2,A
195087,10.4,97.7,4.3,50.9,D
195088,14.7,79.5,5.8,84.9,B
195089,15.1,72.0,5.5,100.0,A
195090,16.2,98.8,9.9,88.1,A
195091,13.4,71.8,4.4,87.2,A
195092,27.4,95.3,6.6,100.0,A
195093,7.2,92.3,6.9,61.4,C
195094,12.9,83.7,6.6,84.3,B
195095,20.0,78.4,3.5,83.2,B
195096,8.9,74.3,8.1,79.9,B
195097,14.1,86.3,8.8,81.4,B
195098,13.7,81.2,4.2,84.3,B
195099,23.4,75.3,9.0,100.0,A
195100,21.7,69.7,6.4,100.0,A
195101,14.7,86.7,3.2,86.5,A
195102,10.8,89.2,2.4,82.2,B
195103,12.8,85.3,8.3,77.3,B
195104,19.7,85.1,5.6,86.1,A
195105,7.6,82.9,8.3,59.1,C
195106,19.4,89.4,5.8,94.0,A
195107,11.8,71.9,4.2,95.7,A
195108,15.8,89.3,4.7,85.0,B
195109,17.1,70.7,6.7,88.2,A
195110,21.0,84.9,6.7,89.6,A
195111,33.4,75.5,9.3,100.0,A
195112,23.5,77.3,3.1,100.0,A
195113,8.2,60.4,5.6,70.1,B
195114,25.0,87.2,9.0,100.0,A
195115,14.6,88.5,7.9,77.6,B
195116,0.0,90.8,5.5,56.9,C
195117,23.2,74.4,9.0,89.6,A
195118,3.7,85.9,5.8,55.4,C
195119,14.1,92.9,6.1,90.1,A
195120,12.3,88.4,5.3,83.1,B
195121,31.5,68.2,7.2,100.0,A
195122,20.2,85.5,5.0,94.3,A
195123,12.9,100.0,3.7,83.0,B
195124,10.1,92.7,6.4,73.9,B
195125,14.9,87.9,5.3,86.2,A
195126,5.0,64.1,8.2,67.5,C
195127,13.5,72.7,4.5,75.9,B
195128,4.4,82.3,8.2,60.2,C
195129,16.7,79.3,3.3,80.4,B
195130,18.0,83.7,9.7,100.0,A
195131,20.4,94.3,5.4,84.7,B
195132,17.1,100.0,5.2,100.0,A
195133,13.9,81.6,5.3,100.0,A
195134,7.1,84.0,6.2,54.6,D
195135,15.9,83.1,8.9,93.9,A
195136,17.9,85.3,4.1,92.7,A
195137,15.5,85.4,3.3,100.0,A
195138,9.2,71.6,3.9,69.0,C
195139,17.6,90.6,5.3,92.7,A
195140,25.2,80.9,3.4,100.0,A
195141,4.5,68.4,5.8,63.1,C
195142,17.8,85.7,3.9,100.0,A
195143,11.5,78.8,9.6,71.2,B
195144,10.6,72.2,7.5,77.2,B
195145,32.0,57.0,5.8,100.0,A
195146,14.8,81.2,5.6,83.2,B
195147,21.9,75.9,8.0,100.0,A
195148,21.3,85.2,7.7,100.0,A
195149,7.6,80.8,4.9,68.4,C
195150,13.7,81.2,7.8,90.7,A
195151,0.6,87.6,6.4,51.0,D
195152,15.8,70.4,10.0,86.0,A
195153,8.8,81.0,6.4,69.9,C
195154,18.3,85.8,5.8,100.0,A
195155,24.3,91.9,5.4,100.0,A
195156,8.3,88.8,6.6,57.5,C
195157,9.9,80.6,3.9,66.7,C
195158,7.1,70.9,4.5,61.2,C
195159,19.8,81.7,6.9,100.0,A
195160,22.4,67.9,2.6,93.0,A
195161,6.3,90.4,6.9,63.5,C
195162,2.7,100.0,4.7,62.0,C
195163,9.2,94.3,2.6,76.3,B
195164,5.1,96.5,4.4,56.0,C
195165,5.7,93.2,6.2,71.6,B
195166,24.7,78.2,4.8,100.0,A
195167,19.0,92.3,1.5,100.0,A
195168,6.0,89.6,5.9,58.4,C
195169,22.9,82.5,4.9,100.0,A
195170,16.8,88.9,4.9,100.0,A
195171,17.4,98.6,8.6,100.0,A
195172,6.7,95.1,3.0,71.2,B
195173,10.9,77.4,6.1,85.8,A
195174,16.0,84.8,3.9,100.0,A
195175,0.0,90.8,5.7,51.4,D
195176,15.4,100.0,5.7,100.0,A
195177,7.2,75.2,6.7,50.7,D
195178,16.7,81.0,3.5,85.5,A
195179,16.6,78.6,3.1,87.3,A
195180,22.8,92.1,4.5,100.0,A
195181,25.4,76.9,8.2,100.0,A
195182,22.4,89.2,4.5,100.0,A
195183,3.2,93.8,6.5,57.1,C
195184,1.2,70.4,5.8,62.1,C
195185,4.0,86.4,5.8,49.9,D
195186,9.8,93.2,7.2,85.7,A
195187,12.4,94.8,6.1,59.9,C
195188,11.2,72.1,7.7,61.7,C
195189,20.5,89.9,5.8,100.0,A
195190,12.9,80.0,2.6,87.0,A
195191,24.9,75.3,3.6,97.8,A
195192,13.8,76.8,4.7,80.3,B
195193,4.7,92.6,6.7,56.0,C
195194,8.7,82.6,7.7,82.9,B
195195,29.0,59.6,5.8,100.0,A
195196,0.0,82.1,10.0,52.2,D
195197,8.6,82.9,5.3,74.9,B
195198,13.5,94.2,6.8,74.7,B
195199,18.8,73.0,8.4,87.8,A
195200,13.0,81.6,6.5,92.6,A
195201,14.6,77.2,4.6,92.3,A
